product_id,brand_name,pants_description,price,mrp,discount_percent,ratings,number_of_ratings
9027,Mast & Harbour,Men Relaxed Fit Jeans,1187,3599,0.67,3.9,31
9028,COSMIC,Men Relaxed Fit Jeans,659,2199,0.7,3.9,31
9029,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9030,COSMIC,Men Skinny Fit Jeans,630,1799,0.64,3.9,31
9031,COSMIC,Men Jeans,719,1599,0.55,3.9,31
9032,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9033,COSMIC,Men Skinny Fit Jeans,759,1899,0.6,4.1,25
9034,COSMIC,Men Skinny Fit Jeans,630,1799,0.64,4.1,25
9035,Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
9036,COSMIC,Men Jeans,799,1999,0.6,3.8,16
9037,COSMIC,Men Slim Fit Jeans,689,2299,0.7,3.8,16
9038,FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
9039,COSMIC,Men Jeans,759,1899,0.6,3.7,124
9040,Moda Rapido,Men Jeans,481,1299,8.18,3.7,124
9041,French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
9042,Moda Rapido,Men Jeans,481,1299,8.18,4.4,17
9043,Moda Rapido,Men Jeans,481,1299,8.18,4.4,17
9044,Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
9045,Moda Rapido,Men Jeans,481,1299,8.18,3.8,22
9046,V-Mart,Men Jeans,743,799,0.07,3.8,22
9047,Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22
9048,V-Mart,Men Jeans,912,1049,0.13,3.8,22
9049,Moda Rapido,Men Jeans,481,1299,8.18,3,5
9050,Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
9051,WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
9052,Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
9053,V-Mart,Men Jeans,1829,2999,0.39,4.6,5
9054,V-Mart,Men Skinny Fit Jeans,1829,2999,0.39,4.6,5
9055,WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
9056,V-Mart,Men Solid Mid-Rise Jeans,1623,2799,0.42,4.2,42
9057,V-Mart,Men Light Fade Mid-Rise Jeans,1623,2799,0.42,4.2,42
9058,Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
9059,HERE&NOW,Men Mid-Rise Jeans,1343,3199,0.58,4,63
9060,W.T.F - Witnessing True Fashion,Men Jeans,1299,4599,33,4.2,10
9061,Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.2,10
9062,HERE&NOW,Men Jeans,1221,2599,0.53,4.2,10
9063,HERE&NOW,Men Jeans,1175,2799,0.58,4.2,10
9064,Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
9065,Forca,Men Straight Fit Jeans,1234,1899,0.35,4.3,264
9066,HERE&NOW,Men Heavy Fade Jeans,1315,2799,0.53,4.3,264
9067,Calvin Klein Jeans,Men Slim Fit Jeans,1315,2799,0.53,4.3,264
9068,HERE&NOW,Men  Wide Leg Clen Look Jeans,1175,2799,0.58,4.3,264
9069,HERE&NOW,Men Baggy Jeans,1362,2899,0.53,4.3,264
9070,WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
9071,V-Mart,Men Jeans,1275,2199,0.42,4.2,130
9072,V-Mart,Men Jeans,1017,1049,0.03,4.2,130
9073,Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
9074,V-Mart,Men Jeans,854,899,0.05,4.2,130
9075,V-Mart,Men Jeans,854,899,0.05,4.2,130
9076,Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
9077,V-Mart,Men Jeans,2079,3999,0.48,3.9,31
9078,V-Mart,Men Jeans,1017,1049,0.03,3.9,31
9079,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9080,V-Mart,Men Jeans,1017,1049,0.03,3.9,31
9081,V-Mart,Men Jeans,743,799,0.07,3.9,31
9082,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9083,V-Mart,Men Jeans,929,999,0.07,4.1,25
9084,V-Mart,Men Jeans,1017,1049,0.03,4.1,25
9085,Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
9086,V-Mart,Men Jeans,1393,3399,0.59,3.8,16
9087,V-Mart,Men Jeans,872,899,0.03,3.8,16
9088,FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
9089,V-Mart,Men Jeans,1017,1049,0.03,3.7,124
9090,V-Mart,Men Jeans,854,899,0.05,3.7,124
9091,French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
9092,V-Mart,Men Jeans,1017,1049,0.03,4.4,17
9093,V-Mart,Men Jeans,872,899,0.03,4.4,17
9094,Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
9095,V-Mart,Men Jeans,1553,4199,0.63,3.8,22
9096,V-Mart,Men Jeans,1553,4199,0.63,3.8,22
9097,Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22
9098,V-Mart,Men Jeans,1393,3399,0.59,3.8,22
9099,V-Mart,Men Jeans,1393,3399,0.59,3.8,22
9100,Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
9101,WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
9102,Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
9103,ALTIVA,Men Straight Fit Jeans,1023,3199,0.68,4.6,5
9104,ALTIVA,Men Relaxed Fit Jeans,1151,3599,0.68,4.6,5
9105,WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
9106,ALTIVA,Mid- Rise Slim Fit Jeans,959,2999,0.68,4.2,42
9107,ALTIVA,Men Relaxed Fit Cotton Jeans,1151,3599,0.68,4.2,42
9108,Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
9109,ALTIVA,Men Relaxed Fit Jeans,1215,3799,0.68,4,63
9110,ALTIVA,Men Skinny Fit Jeans,1023,3199,0.68,4,63
9111,Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
9112,V-Mart,Men Regular Fit Mid-Rise Jeans,1017,1049,0.03,4,63
9113,V-Mart,Men Light Fade Jeans,1017,1049,0.03,4,63
9114,Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
9115,V-Mart,Solid Light Fade Jeans,1017,1049,0.03,4.3,264
9116,V-Mart,Men Mid-Rise Jeans,719,799,0.1,4.3,264
9117,Calvin Klein Jeans,Men Slim Fit Jeans,719,799,0.1,4.3,264
9118,V-Mart,Men Light Fade Mid-Rise Jeans,1017,1049,0.03,4.3,264
9119,V-Mart,Men Mid-Rise Jeans,1017,1049,0.03,4.3,264
9120,WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
9121,V-Mart,Men Light Fade Jeans,1275,2199,0.42,4.2,130
9122,V-Mart,Men Light Fade Jeans,1275,2199,0.42,4.2,130
9123,Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
9124,V-Mart,Mid-Rise Light Fade Jeans,1017,1049,0.03,4.2,130
9125,V-Mart,Men Regular Fit  Jeans,1017,1049,0.03,4.2,130
9126,Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
9127,ComfyStyle,Men Jean Stretchable Jeans,704,1499,0.53,3.9,31
9128,ComfyStyle,Mid-Rise Stretchable Jeans,734,1499,0.51,3.9,31
9129,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9130,ComfyStyle,Men Cotton Stretchable Jeans,704,1499,0.53,3.9,31
9131,ComfyStyle,Regular Fit Stretchable Jeans,659,1499,0.56,3.9,31
9132,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9133,ComfyStyle,Regular Fit Stretchable Jeans,689,1499,0.54,4.1,25
9134,ComfyStyle,Men Mid Rise Stretchable Jeans,719,1499,0.52,4.1,25
9135,Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
9136,ComfyStyle,Regular Fit Stretchable Jeans,734,1499,0.51,3.8,16
9137,ComfyStyle,Regular Fit Mid Rise Jeans,704,1499,0.53,3.8,16
9138,FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
9139,ComfyStyle,Men Jeans,704,1499,0.53,3.7,124
9140,ComfyStyle,Men Cotton Mid-Rise Jeans,659,1499,0.56,1.2,6
9141,French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
9142,ComfyStyle,Mid-Rise Stretchable Jeans,704,1499,0.53,4.4,17
9143,ComfyStyle,Men Mid-Rise Jeans,719,1499,0.52,4.4,17
9144,Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
9145,ComfyStyle,Regular Fit Mid Rise Jeans,674,1499,0.55,3.8,22
9146,ComfyStyle,Men Mid-Rise Jeans,674,1499,0.55,3.8,22
9147,Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22
9148,ComfyStyle,Men Mid-Rise Jeans,659,1499,0.56,3.8,22
9149,ComfyStyle,Regular Fit Stretchable Jeans,704,1499,0.53,3.8,22
9150,Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
9151,WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
9152,Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
9153,ComfyStyle,Men Mid Rise Stretchable Jeans,674,1499,0.55,4.6,5
9154,ComfyStyle,Men Regular Fit Jeans,659,1499,0.56,4.6,5
9155,WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
9156,ComfyStyle,Mid Rise Stretchable  Jeans,704,1499,0.53,4.2,42
9157,INDIROCKS,Men Regular Fit  Jeans,659,1499,0.56,4.2,42
9158,Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
9159,INDIROCKS,Men Mid Rise Stretchable Jeans,659,1499,0.56,4,63
9160,INDIROCKS,Men Mid-Rise Stretchable Jeans,659,1499,0.56,4,63
9161,Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
9162,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4,63
9163,INDIROCKS,Men Mid Rise  Jeans,659,1499,0.56,4,63
9164,Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
9165,INDIROCKS,Regular Stretchable Fit Jeans,659,1499,0.56,4.3,264
9166,INDIROCKS,Mid-Rise Stretchable Jeans,659,1499,0.56,4.3,264
9167,Calvin Klein Jeans,Men Slim Fit Jeans,659,1499,0.56,4.3,264
9168,INDIROCKS,Mid-Rise Stretchable Jeans,659,1499,0.56,4.3,264
9169,INDIROCKS,Men Cotton Regular Fit Jeans,659,1499,0.56,4.3,264
9170,WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
9171,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.2,130
9172,INDIROCKS,Solid Cotton Jean  Jeans,659,1499,0.56,4.2,130
9173,Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
9174,INDIROCKS,Men Regular Fit Mid-Rise Jeans,659,1499,0.56,4.2,130
9175,FCUK,Men Carpenter Loose Fit Jeans,1199,3999,0.7,4.2,130
9176,Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
9177,Roadster,Men Cotton Flared Jeans,805,2599,0.69,3.9,31
9178,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9179,ComfyStyle,Men Jeans,659,1499,0.56,3.9,31
9180,ComfyStyle,Regular Fit Mid Rise Jeans,689,1499,0.54,3.9,31
9181,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9182,ComfyStyle,Men Mid-Rise Jeans,704,1499,0.53,4.1,25
9183,ComfyStyle,Mid-Rise Stretchable Jeans,704,1499,0.53,4.1,25
9184,Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
9185,ComfyStyle,Men Regular Fit  Jeans,704,1499,0.53,3.8,16
9186,ComfyStyle,Solid Cotton Jean  Jeans,704,1499,0.53,3.8,16
9187,FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
9188,ComfyStyle,Men Regular Fit Mid-Rise Jeans,719,1499,0.52,3.7,124
9189,ComfyStyle,Men Mid-Rise Jeans,674,1499,0.55,3.7,124
9190,French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
9191,ComfyStyle,Men Mid-Rise Jeans,659,1499,0.56,4.4,17
9192,ComfyStyle,Men Jean Stretchable Jeans,704,1499,0.53,4.4,17
9193,Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
9194,ComfyStyle,Solid Cotton Jean  Jeans,704,1499,0.53,3.8,22
9195,ComfyStyle,Men Regular Fit Mid-Rise Jeans,689,1499,0.54,3.8,22
9196,Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22
9197,ComfyStyle,Men Mid-Rise Jeans,659,1499,0.56,3.8,22
9198,ComfyStyle,Men Cotton Regular Fit Jeans,659,1499,0.56,3.8,22
9199,Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
9200,WROGN,Men Loose Fit Jeans,1221,2599,0.53,3.8,58
9201,WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
9202,Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
9203,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.6,5
9204,INDIROCKS,Mid-Rise Stretchable Jeans,659,1499,0.56,4.6,5
9205,WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
9206,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.2,42
9207,INDIROCKS,Regular Fit Stretchable Jeans,659,1499,0.56,4.2,42
9208,Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
9209,INDIROCKS,Men Regular Fit Clean Jeans,659,1499,0.56,4,63
9210,INDIROCKS,Men Slim Fit Stretchable Jeans,659,1499,0.56,4,63
9211,Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
9212,INDIROCKS,Men Cotton Mid Rise Jeans,659,1499,0.56,4,63
9213,INDIROCKS,Men Slim Fit Stretchable Jeans,659,1499,0.56,4,63
9214,Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
9215,INDIROCKS,Men Cotton Stretchable Jeans,659,1499,0.56,4.3,264
9216,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.3,264
9217,Calvin Klein Jeans,Men Slim Fit Jeans,659,1499,0.56,4.3,264
9218,INDIROCKS,Men Jeans,659,1499,0.56,4.3,264
9219,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.3,264
9220,WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
9221,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.2,130
9222,INDIROCKS,Mid-Rise Stretchable Jeans,659,1499,0.56,4.2,130
9223,Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
9224,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.2,130
9225,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.2,130
9226,Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
9227,INDIROCKS,Men Stretchable Jeans,659,1499,0.56,3.9,31
9228,INDIROCKS,Men Jean Stretchable Jeans,659,1499,0.56,3.9,31
9229,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9230,INDIROCKS,Men Jeans,659,1499,0.56,3.9,31
9231,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,3.9,31
9232,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9233,INDIROCKS,Men Stretchable Jeans,659,1499,0.56,4.1,25
9234,INDIROCKS,Men Stretchable Jeans,659,1499,0.56,4.1,25
9235,Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
9236,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,3.8,16
9237,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,3.8,16
9238,FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
9239,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,3.7,124
9240,INDIROCKS,Men Cotton Mid -Rise Jeans,659,1499,0.56,3.7,124
9241,French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
9242,INDIROCKS,Men Regular Fit Mid-Rise Jeans,659,1499,0.56,4.4,17
9243,INDIROCKS,Men Jeans,659,1499,0.56,4.4,17
9244,Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
9245,INDIROCKS,Men Regular Mid Rise Fit jeans,659,1499,0.56,3.8,22
9246,INDIROCKS,Men Mid-Rise Stretchable Jeans,659,1499,0.56,3.8,22
9247,Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22
9248,INDIROCKS,Men Clean Look Mid Rise Jeans,659,1499,0.56,3.8,22
9249,INDIROCKS,Men Stretchable Jeans,659,1499,0.56,3.8,22
9250,Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
9251,WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
9252,Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
9253,Dennis Lingo,Men Slim Fit Stretchable Jeans,937,3349,0.72,2.9,8
9254,Beyoung,Men Baggy Fit Cotton Jeans,1304,2899,0.55,2.9,8
9255,WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
9256,TCI,Men Slim Fit Cotton Jeans,899,3596,0.75,4.2,42
9257,TCI,Men Regular Fit Cotton Jeans,799,3196,0.75,4.2,42
9258,Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
9259,TCI,Men Slim Fit Mid-Rise Jeans,999,3996,0.75,4,63
9260,TCI,Men Slim Fit Cotton Jeans,799,3196,0.75,4,63
9261,Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
9262,TCI,Men Slim Fit Light Fade Jeans,799,2498,0.68,4,63
9263,TCI,Men Slim Fit Jeans,999,3996,0.75,4,63
9264,Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
9265,TCI,Men Light Fade Jeans,895,3198,0.72,4.3,264
9266,TCI,Men Cotton Jeans,999,3996,0.75,4.3,264
9267,Calvin Klein Jeans,Men Slim Fit Jeans,999,3996,0.75,4.3,264
9268,TCI,Men Slim Fit Jeans,799,3196,0.75,4.2,6
9269,TCI,Men Slim Fit Mid-Rise Jeans,899,3596,0.75,4.2,6
9270,WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
9271,TCI,Men Slim Fit Cotton Jeans,899,3596,0.75,4.2,130
9272,TCI,Men Slim Fit Light Fade Jeans,949,3796,0.75,4.2,130
9273,Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
9274,TCI,Men Light Fade Jeans,799,2498,0.68,4.2,130
9275,TCI,Men Mid-Rise Cotton Jeans,863,3198,0.73,4.2,130
9276,Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
9277,TCI,Mid-Rise Straight Fit Jeans,999,3996,0.75,3.9,31
9278,TCI,Men Slim Fit Mid-Rise Jeans,899,3596,0.75,3.9,31
9279,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9280,TCI,Men Slim Fit Cotton Jeans,899,3596,0.75,3.9,31
9281,TCI,Men Mid-Rise Jeans,974,3899,0.75,3.9,31
9282,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9283,TCI,Men Slim Fit Heavy Fade Jeans,899,3596,0.75,4.1,25
9284,TCI,Regular Fit Mid Rise Jeans,999,3996,0.75,4.1,25
9285,Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
9286,TCI,Men Straight Fit Jeans,999,3996,0.75,3.8,16
9287,TCI,Men Regular Fit Mid-Rise Jeans,999,3996,0.75,3.8,16
9288,FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
9289,TCI,Men Jeans,749,2498,0.7,3.7,124
9290,TCI,Men Slim Fit Mid-Rise Jeans,899,3596,0.75,3.7,124
9291,French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
9292,TCI,Men Mid-Rise Jeans,799,2498,0.68,4.4,17
9293,TCI,Men Mid-Rise Jeans,999,3996,0.75,4.4,17
9294,Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
9295,TCI,Men Slim Fit Heavy Fade Jeans,999,3996,0.75,3.8,22
9296,TCI,No Fade Slim Fit Jeans,899,3596,0.75,3.8,22
9297,Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22
9298,TCI,Men Skinny Fit Cotton Jeans,718,2396,0.7,3.8,22
9299,TCI,Men Highly Distressed Jeans,799,2498,0.68,3.8,22
9300,Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
9301,WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
9302,Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
9303,TCI,Men Skinny Fit Cotton Jeans,718,2396,0.7,4.6,5
9304,TCI,Men Highly Distressed Jeans,799,2498,0.68,4.6,5
9305,WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
9306,TCI,Men Slim Fit Mid-Rise Jeans,799,3196,0.75,4.2,42
9307,TCI,Heavy Fade Cotton Jeans,999,3996,0.75,4.2,42
9308,Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
9309,TCI,Men Slim Fit Jeans,799,3196,0.75,4,63
9310,TCI,Men Slim Fit Cotton Jeans,799,3196,0.75,4,63
9311,Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
9312,TCI,Men Slim Fit Jeans,899,3596,0.75,4,63
9313,TCI,Men Slim Fit Heavy Fade Jeans,899,3596,0.75,4,63
9314,Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
9315,TCI,Men Straight Fit Jeans,999,3996,0.75,4.3,264
9316,TCI,Men Mid-Rise Jeans,699,2498,0.72,4.3,264
9317,Calvin Klein Jeans,Men Slim Fit Jeans,699,2498,0.72,4.3,264
9318,TCI,Men Slim Fit Jeans,899,3596,0.75,4.3,264
9319,TCI,Men Slim Fit Cotton Jeans,749,2498,0.7,4.3,264
9320,WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
9321,TCI,Men Slim Fit Black Jeans,799,2498,0.68,4.2,130
9322,TCI,Men Slim Fit Light Fade Jeans,799,3196,0.75,4.2,130
9323,Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
9324,TCI,Men Slim Fit Jeans,899,3596,0.75,4.2,130
9325,TCI,Men Mid-Rise  Jeans,749,2498,0.7,4.2,130
9326,Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
9327,TCI,Men Slim Fit Jeans,899,3596,0.75,3.9,31
9328,TCI,Men Slim Fit Light Fade Jeans,974,3899,0.75,3.9,31
9329,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9330,TCI,Men Jeans,799,3196,0.75,3.9,31
9331,TCI,Men Slim Fit Cotton Jeans,990,3196,0.69,3.9,31
9332,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9333,TCI,Men Slim Fit Light Fade Jeans,899,3596,0.75,4.1,25
9334,TCI,Men Slim Fit Jeans,862,3196,0.73,4.1,25
9335,Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
9336,TCI,Men Slim Fit Mid Rise Jeans,899,3596,0.75,3.8,16
9337,TCI,Men Cotton Regular Fit Jeans,799,2498,0.68,3.8,16
9338,FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
9339,TCI,Heavy Fade Cotton Jeans,899,3596,0.75,3.7,124
9340,TCI,Men Slim Fit Mid-Rise Jeans,799,3196,0.75,3.7,124
9341,French Connection,Men Slim Fit Jeans,1294,3499,0.63,4.4,17
9342,TCI,Men Slim Fit Cotton Jeans,899,3596,0.75,4.4,17
9343,TCI,Men Jeans,799,2498,0.68,4.4,17
9344,Mufti,Men Slim Fit Jeans,1553,4199,0.63,3.8,22
9345,TCI,Men Slim Fit Jeans,970,3596,0.73,3.8,22
9346,TCI,Men Slim Fit Cotton Jeans,799,3196,0.75,3.8,22
9347,Mufti,Men Super Skinny Fit Jeans,1393,3399,0.59,3.8,22
9348,TCI,Men Slim Fit Jeans,899,3596,0.75,3.8,22
9349,TCI,Men Mid-Rise Cotton Jeans,699,2498,0.72,3.8,22
9350,Mufti,Men Slim Fit Jeans,1649,3299,0.5,4.2,5
9351,WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
9352,Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
9353,Mast & Harbour,Men Wide Leg Jeans,1343,4199,0.68,4.6,5
9354,Mast & Harbour,Men Straight Fit Jeans,1187,3599,0.67,4.6,5
9355,WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
9356,Mast & Harbour,Men Wide Leg Jeans,1259,4199,0.7,4.2,42
9357,Mast & Harbour,Men Relaxed Fit Jeans,1287,3899,0.66,4.2,42
9358,Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
9359,Fame Forever by Lifestyle,Mid-Rise Cotton Jeans,1234,1899,0.35,4,63
9360,INDIROCKS,Men Slim Fit Stretchable Jeans,659,1499,0.56,4,63
9361,Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
9362,INDIROCKS,Men Regular Fit Mid-Rise Jeans,659,1499,0.56,4,63
9363,INDIROCKS,Men Regular Fit Jeans,659,1499,0.56,4,63
9364,Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
9365,INDIROCKS,Men Regular Fit Mid-Rise Jeans,659,1499,0.56,4.3,264
9366,INDIROCKS,Men Mid-Rise Jeans,659,1499,0.56,4.3,264
9367,Calvin Klein Jeans,Men Slim Fit Jeans,659,1499,0.56,4.3,264
9368,INDIROCKS,Men Jeans,659,1499,0.56,4.3,264
9369,INDIROCKS,Men Regular Fit Jeans,659,1499,0.56,4.3,264
9370,WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
9371,INDIROCKS,Mid-Rise Stretchable Jeans,659,1499,0.56,4.2,130
9372,Rend,Men Relaxed Fit Jeans,749,2999,22.5,3.9,30
9373,Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.9,30
9374,Rend,Men Relaxed Fit Jeans,749,2999,22.5,3.9,30
9375,Rend,Relaxed Fit Stretchable Jeans,749,2999,22.5,3.3,6
9376,Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
9377,Rend,Light Fade Stretchable Jeans,749,2999,22.5,3.9,31
9378,Rend,Men Relaxed Fit Jeans,749,2999,22.5,3.9,31
9379,Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
9380,Rend,Men Relaxed Fit Jeans,749,2999,22.5,3.9,31
9381,Rend,Men Baggy Stretchable Jeans,749,2999,22.5,4.1,8
9382,WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
9383,Rend,Men Relaxed Fit Jeans,749,2999,22.5,4.1,25
9384,Rend,Men Relaxed Fit Jeans,749,2999,22.5,4.1,25
